symbol,interval,open_time,open,high,low,close,volume,close_time,quote_volume,trade_count
BTCUSDT,1h,1783011600000,61682.34000000,61962.43000000,61624.00000000,61720.01000000,576.57216000,1783015199999,35628284.13606450,126422
